identifierHash,eng_country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniorityAsYears
6.04E+18,United States,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,699,8.88
2.21E+18,United States,en,5,8,42,0,0,0,94,4,M,FALSE,FALSE,FALSE,TRUE,11,8.88
-8.69E+18,United States,en,5,8,2,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,699,8.88
6.52E+18,United States,en,5,8,30,0,0,0,1,1,M,TRUE,FALSE,TRUE,TRUE,12,8.88
5.67E+18,Spain,es,5,9,10,0,0,0,0,1,M,TRUE,FALSE,TRUE,FALSE,295,8.88
9.07E+17,Australia,en,5,8,6,0,0,0,5,2,F,TRUE,TRUE,FALSE,TRUE,41,8.88
-7.09E+18,Spain,es,5,8,3,0,0,0,28,7,F,FALSE,FALSE,FALSE,TRUE,27,8.88
6.69E+18,France,fr,5,30,27,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,195,8.88
-1.09E+18,United States,en,5,8,1,0,0,0,1,0,F,TRUE,FALSE,TRUE,FALSE,694,8.88
5.57E+18,Mexico,es,5,11,1,0,0,0,2,0,M,FALSE,FALSE,FALSE,TRUE,484,8.88
3.87E+18,Germany,de,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,FALSE,699,8.88
6.96E+18,Germany,de,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,699,8.88
-4.98E+18,United States,en,5,8,116,0,0,0,67,3,F,FALSE,FALSE,FALSE,FALSE,16,8.88
1.51E+18,Spain,en,5,8,2,0,0,0,0,1,F,TRUE,FALSE,TRUE,TRUE,641,8.88
5.76E+18,Finland,en,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,448,8.88
2.95E+18,Sweden,en,5,10,2,0,0,0,33,0,F,FALSE,FALSE,FALSE,TRUE,50,8.88
-1.81E+18,Italy,it,5,9,0,0,0,0,1,0,M,FALSE,FALSE,FALSE,TRUE,17,8.88
5.44E+18,Italy,it,5,8,0,2,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,542,8.88
-6.29E+18,France,fr,5,9,0,0,0,0,1,1,M,TRUE,TRUE,FALSE,TRUE,589,8.88
-2.66E+18,Germany,de,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,699,8.88
-6.53E+18,Canada,en,5,8,18,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,320,8.88
-6.97E+18,Croatia,en,5,8,3,0,0,0,1,4,F,TRUE,FALSE,TRUE,TRUE,17,8.88
7.34E+18,Belgium,fr,5,8,0,0,0,0,0,2,M,FALSE,FALSE,FALSE,TRUE,687,8.88
-2.02E+17,United States,en,5,8,9,0,0,0,5,0,F,TRUE,FALSE,TRUE,FALSE,279,8.88
5.45E+18,France,fr,5,8,0,0,0,0,0,5,M,TRUE,TRUE,FALSE,TRUE,461,8.88
-6.28E+18,Switzerland,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,61,8.88
-8.02E+18,Australia,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,699,8.88
-4.26E+18,United Kingdom,en,5,8,2,0,0,0,1,1,M,TRUE,FALSE,TRUE,TRUE,214,8.88
8.53E+18,United Kingdom,en,5,8,0,1,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,15,8.88
7.36E+18,Denmark,en,5,9,6,0,0,0,7,0,F,TRUE,FALSE,TRUE,FALSE,89,8.88
-1.29E+18,United States,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,699,8.88
-6.84E+18,France,fr,5,8,0,1,0,0,0,0,M,FALSE,FALSE,FALSE,TRUE,699,8.88
1.67E+18,United States,en,5,10,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,465,8.88
-2.54E+18,United States,es,5,9,2,0,0,0,1,0,F,TRUE,TRUE,FALSE,TRUE,657,8.88
-7.24E+18,United States,en,5,8,8,0,0,0,24,2,M,FALSE,FALSE,FALSE,TRUE,342,8.88
1.57E+18,Germany,de,5,8,13,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,654,7.94
5.50E+18,Italy,it,5,8,10,0,0,0,1,0,F,TRUE,FALSE,TRUE,FALSE,24,7.94
-7.21E+18,United Kingdom,en,5,10,5,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,698,7.94
-1.06E+18,United States,en,5,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,FALSE,698,7.94
-9.12E+18,Germany,de,5,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,591,7.94
7.58E+18,United States,en,5,9,88,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,441,7.94
7.98E+18,United States,en,5,0,0,0,0,0,5,1,M,TRUE,FALSE,TRUE,TRUE,14,7.94
3.72E+18,France,fr,5,10,1,0,0,0,1,5,F,FALSE,FALSE,FALSE,TRUE,92,7.94
-1.76E+18,Australia,en,5,8,112,0,0,0,0,1,F,FALSE,FALSE,FALSE,FALSE,254,7.94
5.75E+17,United States,en,5,8,122,0,0,0,37,2,F,TRUE,FALSE,TRUE,TRUE,11,7.94
-8.35E+18,France,fr,5,8,0,2,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,698,7.94
4.69E+18,France,fr,5,8,1,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,681,7.94
-7.31E+17,Germany,de,5,8,63,0,0,0,0,4,F,FALSE,FALSE,FALSE,TRUE,132,7.94
-6.59E+18,France,fr,5,8,1,0,0,0,3,1,F,FALSE,FALSE,FALSE,TRUE,698,7.94
-4.64E+18,Australia,en,5,8,9,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,335,7.94
8.48E+18,Italy,it,5,8,51,0,0,0,12,2,F,TRUE,FALSE,TRUE,TRUE,20,7.94
-4.30E+18,Australia,en,5,8,8,0,0,0,2,0,M,TRUE,FALSE,TRUE,TRUE,33,7.94
-6.23E+18,France,fr,5,8,4,1,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,20,7.94
2.32E+17,Australia,en,5,10,30,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,30,7.94
2.64E+18,Belgium,fr,5,8,7,1,0,0,0,0,F,TRUE,FALSE,TRUE,FALSE,353,7.94
-3.23E+17,United States,en,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,644,7.94
3.04E+18,Spain,es,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,12,7.94
6.06E+18,Spain,es,5,8,29,0,0,0,15,1,M,FALSE,FALSE,FALSE,TRUE,14,7.94
3.64E+18,China,en,5,8,3,0,0,0,0,1,M,TRUE,FALSE,TRUE,FALSE,322,7.94
-1.60E+18,France,fr,5,9,1,0,0,0,3,4,F,FALSE,FALSE,FALSE,TRUE,269,7.94
2.30E+18,South Korea,en,5,9,3,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,81,7.94
-6.50E+18,France,fr,5,9,10,0,0,0,0,1,M,TRUE,FALSE,TRUE,TRUE,12,7.94
-1.32E+18,United Kingdom,en,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,371,7.94
-1.34E+18,France,fr,5,8,0,1,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,675,7.94
5.42E+17,Japan,en,5,10,113,0,0,0,9,0,F,TRUE,FALSE,TRUE,TRUE,53,7.94
2.11E+18,Sweden,en,5,8,0,0,0,0,0,2,F,FALSE,FALSE,FALSE,TRUE,617,7.94
-2.63E+18,France,fr,5,9,1,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,345,7.94
7.91E+18,Croatia,en,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,490,7.94
-6.97E+18,United Kingdom,en,5,13,60,0,0,0,26,1,F,TRUE,FALSE,TRUE,TRUE,195,7.94
-6.14E+18,United States,en,5,8,4,0,0,0,0,0,F,TRUE,TRUE,FALSE,FALSE,683,7.94
-3.37E+18,United States,it,5,8,6,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,79,7.94
2.06E+18,Belgium,it,5,11,5,0,0,0,0,0,M,TRUE,TRUE,FALSE,TRUE,156,7.94
-7.70E+18,France,fr,5,8,55,0,0,0,1,4,F,TRUE,FALSE,TRUE,TRUE,49,7.94
-4.24E+18,France,fr,5,11,3,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,13,7.94
-2.71E+18,China,en,5,10,15,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,517,7.94
-7.35E+18,United States,en,5,8,3,2,0,0,0,0,F,TRUE,TRUE,FALSE,TRUE,480,7.94
7.63E+18,Australia,en,5,8,22,0,0,0,5,1,M,TRUE,FALSE,TRUE,TRUE,22,7.94
3.90E+18,United States,en,5,8,240,0,0,0,38,7,F,TRUE,FALSE,TRUE,TRUE,15,7.94
5.53E+18,United States,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,580,7.94
-8.15E+18,Australia,en,5,8,1,0,0,0,1,1,M,TRUE,FALSE,TRUE,TRUE,652,7.94
5.42E+18,Spain,es,5,8,12,0,0,0,0,1,M,TRUE,FALSE,TRUE,TRUE,270,7.94
8.50E+18,France,fr,5,12,56,0,0,0,20,1,M,TRUE,TRUE,FALSE,FALSE,220,7.94
-7.24E+18,Australia,en,5,8,1,0,0,0,1,1,M,FALSE,FALSE,FALSE,TRUE,213,7.94
4.44E+17,United States,en,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,678,7.94
-8.46E+18,Italy,en,5,8,60,0,0,0,0,0,F,TRUE,TRUE,TRUE,TRUE,321,7.94
8.01E+18,France,fr,5,8,163,0,0,0,9,0,F,FALSE,FALSE,FALSE,TRUE,15,7.94
7.50E+17,United Kingdom,en,5,17,145,0,0,0,34,2,F,TRUE,FALSE,TRUE,TRUE,14,7.94
-1.33E+18,France,fr,5,9,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,663,7.94
-5.45E+18,Denmark,en,5,9,8,0,0,0,5,1,F,TRUE,FALSE,TRUE,TRUE,12,7.94
-4.77E+18,Spain,es,5,8,0,0,0,0,0,2,M,FALSE,FALSE,FALSE,TRUE,560,7.94
8.09E+18,Germany,de,5,8,6,0,0,0,1,0,F,TRUE,FALSE,TRUE,FALSE,29,7.94
2.45E+17,Italy,it,5,9,6,1,0,0,3,0,F,TRUE,FALSE,TRUE,FALSE,39,7.94
-2.70E+18,Netherlands,en,5,8,1,0,0,0,0,0,M,TRUE,FALSE,TRUE,FALSE,692,7.94
9.01E+18,Spain,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,516,7.94
1.84E+18,United States,en,5,10,2,0,0,0,0,0,M,TRUE,FALSE,TRUE,FALSE,431,7.94
-8.11E+18,France,fr,5,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,508,7.94
4.95E+18,Spain,es,5,9,1,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,697,7.94
5.29E+18,Croatia,en,5,8,0,0,0,0,0,1,F,TRUE,FALSE,TRUE,TRUE,666,7.94
2.42E+17,Italy,it,5,8,1,0,0,0,0,6,M,FALSE,FALSE,FALSE,FALSE,129,7.94
-2.75E+18,United Kingdom,en,5,8,0,0,0,0,2,0,M,TRUE,FALSE,TRUE,TRUE,661,7.94
7.63E+18,United States,en,5,8,11,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,671,7.94
-1.98E+18,France,fr,5,8,134,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,11,7.94
-3.31E+16,Poland,en,5,9,3,0,0,0,8,1,M,FALSE,FALSE,FALSE,TRUE,69,7.94
-1.38E+18,Japan,en,5,8,3,0,0,0,1,3,F,TRUE,FALSE,TRUE,TRUE,593,7.94
-1.03E+18,France,fr,5,8,0,6,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,21,7.94
-2.86E+18,United States,en,5,8,71,0,0,0,0,6,M,TRUE,TRUE,FALSE,FALSE,92,7.94
2.25E+18,Canada,en,5,8,21,0,0,0,30,0,F,FALSE,FALSE,FALSE,FALSE,145,7.94
3.02E+18,France,fr,5,14,86,0,0,0,7,7,F,TRUE,FALSE,TRUE,TRUE,190,7.94
-3.97E+18,Finland,en,5,9,2,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,50,7.94
5.31E+18,United Kingdom,en,5,8,0,0,0,0,1,2,F,FALSE,FALSE,FALSE,TRUE,696,7.94
-4.33E+18,United States,en,5,10,2,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,697,7.94
8.00E+18,France,fr,5,8,8,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,191,7.94
-7.81E+18,Sweden,en,5,11,18,0,0,0,1,2,F,FALSE,FALSE,FALSE,TRUE,12,7.94
6.99E+18,Germany,de,5,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,FALSE,697,7.94
-7.80E+18,United Kingdom,en,5,20,7,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,532,7.94
-3.60E+18,France,fr,5,9,7,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,71,7.94
-2.79E+18,Finland,en,5,8,54,0,0,0,9,0,F,FALSE,FALSE,FALSE,FALSE,52,7.94
-8.62E+18,Netherlands,en,5,8,6,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,204,7.94
-1.88E+18,France,fr,5,8,52,1,0,0,0,1,F,TRUE,FALSE,TRUE,TRUE,95,7.94
-9.60E+17,Romania,en,5,12,9,0,0,0,0,1,F,TRUE,FALSE,TRUE,TRUE,652,7.94
-6.47E+18,Germany,de,5,9,0,0,0,0,3,1,M,TRUE,FALSE,TRUE,TRUE,194,7.94
-3.09E+18,France,fr,5,9,90,0,0,0,1,10,M,TRUE,FALSE,TRUE,TRUE,11,7.94
-7.44E+18,United Kingdom,en,5,10,8,0,0,0,3,0,F,FALSE,FALSE,FALSE,TRUE,363,7.94
-5.69E+18,Indonesia,en,5,11,22,0,0,0,0,1,M,TRUE,TRUE,FALSE,TRUE,12,7.94
1.98E+18,United Kingdom,en,5,9,87,0,0,0,11,1,F,TRUE,FALSE,TRUE,TRUE,449,7.94
7.17E+18,United States,en,5,9,1,0,0,0,22,0,F,TRUE,FALSE,TRUE,TRUE,376,7.94
-6.57E+18,France,fr,5,10,8,0,0,0,5,1,F,TRUE,FALSE,TRUE,FALSE,336,7.94
9.64E+17,Ireland,en,5,8,0,0,0,0,0,7,F,FALSE,FALSE,FALSE,TRUE,32,7.94
3.27E+18,United States,en,5,8,35,0,0,0,0,0,F,TRUE,TRUE,FALSE,TRUE,658,7.94
5.83E+18,United States,en,5,8,46,0,0,0,0,0,F,TRUE,TRUE,FALSE,FALSE,409,7.94
-2.96E+18,United States,en,5,8,1,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,109,7.94
-3.53E+18,Germany,de,5,8,10,0,0,0,8,0,F,FALSE,FALSE,FALSE,FALSE,299,7.94
5.76E+18,Spain,en,5,8,5,0,0,0,3,2,M,TRUE,FALSE,TRUE,TRUE,379,7.94
-4.20E+18,France,fr,5,8,19,0,0,0,24,0,F,FALSE,FALSE,FALSE,TRUE,137,7.94
-5.10E+18,United States,en,5,8,59,0,0,0,55,5,F,TRUE,FALSE,TRUE,TRUE,17,7.94
4.91E+18,United Kingdom,en,5,8,5,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,17,7.94
9.14E+18,France,fr,5,10,3,0,0,0,1,1,F,FALSE,FALSE,FALSE,TRUE,65,7.94
1.64E+18,France,fr,5,13,1,0,0,0,7,0,F,TRUE,FALSE,TRUE,TRUE,669,7.94
-5.70E+18,Spain,es,5,8,11,0,0,0,0,0,F,TRUE,TRUE,FALSE,TRUE,437,7.94
-2.47E+18,Canada,fr,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,681,7.94
5.91E+18,Australia,en,5,8,27,0,0,0,12,0,F,TRUE,FALSE,TRUE,TRUE,14,7.94
8.94E+18,Australia,en,5,10,17,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,271,7.94
-5.52E+18,United Kingdom,en,5,8,9,0,0,0,1,1,F,FALSE,FALSE,FALSE,TRUE,25,7.94
-7.00E+18,Spain,es,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,688,7.94
-2.41E+18,Norway,en,5,8,0,0,0,0,3,1,F,FALSE,FALSE,FALSE,TRUE,615,7.94
-8.97E+18,France,fr,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,673,7.94
5.93E+17,Italy,it,5,9,286,0,0,0,0,0,M,FALSE,FALSE,FALSE,TRUE,441,7.94
-3.36E+18,France,fr,5,8,22,0,0,0,6,1,M,TRUE,FALSE,TRUE,FALSE,11,7.94
-8.71E+18,France,fr,5,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,FALSE,630,7.94
3.34E+18,France,fr,5,8,3,0,0,0,3,0,F,TRUE,FALSE,TRUE,FALSE,269,7.94
-2.87E+18,United Kingdom,en,5,8,9,0,0,0,11,1,M,TRUE,TRUE,FALSE,TRUE,91,7.94
-3.60E+18,United States,en,5,8,22,0,0,0,0,0,M,FALSE,FALSE,FALSE,TRUE,696,7.94
-4.71E+18,United States,en,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,696,7.94
-6.48E+18,France,fr,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,343,7.94
5.93E+18,France,fr,5,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,670,7.94
-8.76E+18,France,fr,5,8,0,0,0,0,1,0,M,FALSE,FALSE,FALSE,TRUE,692,7.94
7.74E+18,United Arab Emirates,en,5,11,3,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,542,7.94
8.73E+18,Italy,it,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,276,7.94
5.88E+17,United States,en,5,11,0,0,0,0,13,0,F,FALSE,FALSE,FALSE,TRUE,404,7.94
-5.90E+18,Italy,en,5,8,0,0,0,0,0,2,M,FALSE,FALSE,FALSE,TRUE,685,7.94
-8.81E+18,France,fr,5,8,177,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,595,7.94
-4.96E+18,Belgium,fr,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,572,7.94
2.87E+18,Hong Kong,en,5,21,9,0,0,0,3,4,F,FALSE,FALSE,FALSE,TRUE,65,7.94
4.63E+18,United States,en,5,8,59,0,0,0,29,0,F,TRUE,TRUE,FALSE,FALSE,686,7.94
-7.31E+18,Denmark,en,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,688,7.94
-6.60E+18,Denmark,en,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,29,7.94
-4.76E+18,United Kingdom,en,5,9,43,0,0,0,1,0,M,TRUE,FALSE,TRUE,TRUE,287,7.94
3.61E+18,South Korea,en,5,8,4,0,0,0,4,0,F,TRUE,FALSE,TRUE,TRUE,154,7.94
2.74E+18,France,fr,5,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,696,7.94
-1.58E+18,Italy,it,5,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,384,7.94
-8.81E+18,Australia,en,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,260,7.94
-6.89E+18,Italy,it,5,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,395,7.94
-2.48E+18,Germany,de,5,8,0,0,0,0,0,2,M,FALSE,FALSE,FALSE,TRUE,216,7.94
1.72E+17,Norway,en,5,8,6,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,419,7.94
-1.26E+18,United States,en,5,8,0,0,0,0,0,2,F,FALSE,FALSE,FALSE,TRUE,374,7.94
4.11E+18,United Kingdom,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,696,7.94
5.31E+18,Netherlands,en,5,9,4,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,696,7.94
-1.25E+18,France,fr,5,9,64,0,0,0,4,1,F,TRUE,FALSE,TRUE,TRUE,50,7.94
7.33E+18,Spain,es,5,9,1,0,0,0,0,2,M,FALSE,FALSE,FALSE,TRUE,696,7.94
5.54E+18,Italy,it,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,696,7.94
8.12E+18,Germany,de,5,8,1,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,130,7.94
-4.45E+18,Germany,de,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,646,7.94
-1.57E+18,Italy,it,5,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,FALSE,69,7.94
-6.68E+18,Spain,es,5,8,12,0,0,0,4,1,F,FALSE,FALSE,FALSE,TRUE,184,7.94
-5.25E+18,France,fr,5,9,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,474,7.94
5.02E+18,France,fr,5,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,441,7.94
2.33E+18,France,fr,5,8,0,1,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,603,7.94
5.10E+18,China,en,5,8,4,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,526,7.94
-3.61E+18,France,fr,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,684,7.94
-3.81904E+15,United Kingdom,en,5,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,612,7.94
7.18E+18,United Kingdom,en,5,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,600,7.94
2.63E+18,Italy,it,5,8,95,0,0,0,85,0,M,TRUE,FALSE,TRUE,TRUE,207,7.94
2.93E+18,France,fr,5,8,48,1,0,0,0,1,F,TRUE,FALSE,TRUE,TRUE,11,7.94
4.98E+18,France,fr,5,8,1,1,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,631,7.94
8.77E+18,France,fr,5,8,3,2,0,0,11,1,F,TRUE,TRUE,FALSE,TRUE,313,7.94
-8.61E+17,Germany,en,5,9,1,0,0,0,6,0,F,FALSE,FALSE,FALSE,FALSE,395,7.94
-4.36E+18,France,fr,5,10,3,0,0,0,6,1,M,FALSE,FALSE,FALSE,TRUE,40,7.94
-5.98E+18,France,fr,5,10,19,0,0,0,56,0,F,FALSE,FALSE,FALSE,TRUE,290,7.94
1.53E+17,France,fr,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,109,7.94
8.81E+17,Germany,de,5,8,3,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,11,7.94
-8.65E+18,Italy,it,5,8,12,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,399,7.94
-6.03E+18,Germany,de,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,620,7.94
6.31E+18,Denmark,en,5,8,7,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,688,7.94
-9.06E+18,France,fr,5,8,2,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,200,7.94
5.43E+18,Luxembourg,de,5,8,69,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,237,7.94
6.62E+18,United Kingdom,en,5,8,0,3,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,13,7.94
-8.97E+18,France,fr,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,696,7.94
3.21E+18,United States,en,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,696,7.94
8.42E+18,Netherlands,en,5,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,696,7.94
-1.09E+17,Spain,en,5,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,696,7.94
4.38E+18,France,en,5,8,3,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,37,7.94
-4.98E+18,Ireland,en,5,8,20,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,157,7.94
-8.63E+18,Germany,de,5,8,0,0,0,0,21,0,F,FALSE,FALSE,FALSE,TRUE,495,7.94
7.07E+18,United Kingdom,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,559,7.94
-3.58E+18,France,fr,5,9,1,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,483,7.94
-4.35E+18,Italy,it,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,696,7.94
6.81E+18,France,fr,5,8,0,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,113,7.94
-4.08E+18,United States,en,5,8,7,0,0,0,4,1,M,TRUE,FALSE,TRUE,TRUE,411,7.94
-6.83E+18,France,fr,5,8,0,1,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,686,7.94
6.41E+18,France,fr,5,8,1,0,0,0,16,4,F,FALSE,FALSE,FALSE,TRUE,179,7.94
-6.40E+18,Denmark,en,5,8,11,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,401,7.94
-2.90E+18,France,fr,5,8,17,1,0,0,1,1,F,TRUE,FALSE,TRUE,FALSE,15,7.94
3.15E+18,Sweden,en,5,8,2,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,37,7.94
-6.28E+18,United States,en,5,8,0,0,0,0,0,2,F,TRUE,FALSE,TRUE,TRUE,230,7.94
-6.42E+18,Germany,de,5,8,1,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,628,7.94
1.69E+17,United Kingdom,en,5,8,3,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,537,7.94
-5.85E+18,France,fr,5,9,1,0,0,0,0,0,M,FALSE,FALSE,FALSE,TRUE,696,7.94
-2.86E+18,France,fr,5,8,0,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,696,7.94
-1.17E+18,Germany,de,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,696,7.94
8.06E+18,United Kingdom,en,5,9,4,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,345,7.94
-1.76E+18,Denmark,en,5,9,11,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,696,7.94
-6.89E+18,Germany,de,5,8,1,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,126,7.94
6.99E+18,Italy,it,5,8,4,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,632,7.94
-5.18E+18,Italy,en,5,9,10,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,369,7.94
4.27E+18,United States,en,5,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,696,7.94
8.37E+18,Netherlands,en,5,9,5,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,598,7.94
-2.08E+18,Spain,es,5,8,2,0,0,0,1,9,F,FALSE,FALSE,FALSE,TRUE,434,7.94
5.93E+18,France,fr,5,12,19,0,0,0,2,2,M,TRUE,TRUE,FALSE,TRUE,11,7.94
4.15E+17,France,fr,5,9,1,0,0,0,1,6,F,TRUE,TRUE,FALSE,TRUE,14,7.94
7.23E+18,United States,en,5,9,9,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,696,7.94
-4.41E+18,United States,en,5,8,13,0,0,0,0,0,F,FALSE,FALSE,FALSE,FALSE,139,7.94
