identifierHash,eng_country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniorityAsYears
1.09E+18,Germany,de,18,11,41,7,11,100,2,2,F,FALSE,FALSE,FALSE,FALSE,11,8.88
-4.36E+18,Hong Kong,en,17,8,23,2,11,63,45,12,M,TRUE,FALSE,TRUE,TRUE,11,7.92
-6.55E+18,France,fr,15,8,6,7,11,100,44,1,F,FALSE,FALSE,FALSE,TRUE,13,8.89
6.94E+18,Italy,it,15,8,1,3,11,100,0,0,F,TRUE,FALSE,TRUE,TRUE,12,8.9
-3.34E+18,France,fr,15,8,0,21,11,100,0,0,F,FALSE,FALSE,FALSE,TRUE,11,8.9
6.15E+18,France,fr,14,8,0,13,11,100,0,0,F,FALSE,FALSE,FALSE,TRUE,28,8.9
2.50E+18,Italy,it,14,8,1,5,11,100,0,0,F,TRUE,TRUE,FALSE,TRUE,11,8.89
5.17E+18,Italy,en,12,8,1,0,11,75,0,0,F,TRUE,FALSE,TRUE,TRUE,194,8.88
-3.02E+18,Germany,de,12,8,1,1,11,100,0,0,M,FALSE,FALSE,FALSE,FALSE,146,7.94
-1.29E+18,Italy,it,11,11,159,1,11,90.9,11,1,F,TRUE,TRUE,TRUE,TRUE,13,8.9
7.46E+18,Italy,it,11,8,5,2,11,100,0,0,F,TRUE,FALSE,TRUE,TRUE,15,8.89
8.46E+18,Italy,it,11,8,3,1,11,63,2,0,F,TRUE,FALSE,TRUE,TRUE,129,7.93
7.80E+18,France,fr,10,8,8,1,11,72,0,0,F,TRUE,FALSE,TRUE,TRUE,358,7.93
-2.64E+17,Italy,it,8,9,2,14,11,100,0,0,F,FALSE,FALSE,FALSE,TRUE,11,8.88
-2.82E+17,United States,en,6,8,0,12,11,83,1,1,F,FALSE,FALSE,FALSE,TRUE,11,7.93
-8.99E+18,Spain,en,5,8,1,10,11,90,0,0,F,FALSE,FALSE,FALSE,TRUE,71,8.88
5.67E+18,Italy,it,5,10,0,6,11,100,0,0,F,FALSE,FALSE,FALSE,FALSE,11,7.93
-7.19E+18,Spain,es,79,421,1751,4,10,77.7,299,0,F,TRUE,TRUE,FALSE,FALSE,55,8.9
-8.42E+18,Italy,it,58,34,148,22,10,100,2,3,F,TRUE,FALSE,TRUE,FALSE,11,8.89
5.65E+18,Italy,it,28,52,35,21,10,90,1,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
-6.79E+18,Spain,en,26,8,0,4,10,100,0,0,F,TRUE,TRUE,FALSE,FALSE,36,8.89
-2.66E+18,France,fr,22,8,21,0,10,100,0,0,M,TRUE,FALSE,TRUE,FALSE,11,8.89
-5.51E+18,Italy,it,21,9,12,7,10,80,0,0,M,TRUE,FALSE,TRUE,FALSE,15,8.88
-9.01E+18,United States,en,16,8,0,14,10,100,0,0,F,FALSE,FALSE,FALSE,TRUE,523,7.92
4.27E+18,Italy,it,15,8,3,2,10,90,0,0,F,TRUE,FALSE,TRUE,TRUE,11,8.88
-8.88E+18,Italy,it,13,8,11,9,10,70,0,0,F,TRUE,FALSE,TRUE,FALSE,18,8.88
-1.71E+18,France,fr,13,8,0,9,10,100,0,0,F,FALSE,FALSE,FALSE,TRUE,21,7.93
-5.96E+18,France,fr,13,8,0,15,10,100,3,0,F,FALSE,FALSE,FALSE,TRUE,14,8.9
6.82E+18,United Kingdom,en,12,8,0,7,10,75,0,0,F,TRUE,FALSE,TRUE,FALSE,11,8.89
-7.90E+18,United Kingdom,en,12,8,0,3,10,90,0,0,F,TRUE,FALSE,TRUE,TRUE,13,8.88
-1.29E+18,Cyprus,en,12,8,1,8,10,90,3,0,F,FALSE,FALSE,FALSE,TRUE,12,8.88
-3.50E+18,France,fr,12,9,15,17,10,100,0,0,M,TRUE,FALSE,TRUE,TRUE,22,7.94
-6.43E+18,France,fr,12,8,0,0,10,100,0,0,F,FALSE,FALSE,FALSE,TRUE,71,8.9
-7.36E+18,Spain,es,11,9,76,3,10,80,8,1,F,TRUE,FALSE,TRUE,TRUE,194,8.89
-5.24E+18,United Kingdom,en,11,8,2,0,10,72.7,3,1,F,TRUE,FALSE,TRUE,TRUE,324,8.89
-3.47E+18,Spain,es,10,9,35,8,10,100,14,0,F,TRUE,FALSE,TRUE,FALSE,12,8.9
-6.03E+18,France,fr,10,8,4,0,10,70,0,0,M,TRUE,TRUE,FALSE,TRUE,180,8.88
-9.66E+17,Italy,it,10,9,70,5,10,90,1,0,F,TRUE,TRUE,FALSE,TRUE,12,7.93
-3.68E+18,France,fr,10,8,3,26,10,0,155,30,F,TRUE,TRUE,FALSE,TRUE,11,7.92
-5.93E+18,France,en,9,8,0,5,10,100,0,0,F,TRUE,FALSE,TRUE,FALSE,26,8.89
-4.37E+18,United Kingdom,en,9,8,0,2,10,83,0,0,F,TRUE,FALSE,TRUE,TRUE,32,8.9
2.68E+17,United States,en,9,8,0,10,10,100,0,0,F,FALSE,FALSE,FALSE,TRUE,36,7.94
-7.87E+18,Italy,it,8,10,6,3,10,90,7,2,F,TRUE,FALSE,TRUE,TRUE,11,8.89
8.86E+17,France,fr,7,8,0,1,10,60,0,0,F,TRUE,FALSE,TRUE,TRUE,13,7.93
8.01E+18,Italy,it,46,192,274,22,9,88,47,0,M,FALSE,FALSE,FALSE,FALSE,11,8.9
-6.72E+18,Greece,en,38,14,166,7,9,77,16,6,F,TRUE,FALSE,TRUE,FALSE,11,7.93
3.33E+18,United States,en,36,15,3,0,9,100,1,0,M,TRUE,TRUE,TRUE,FALSE,304,8.89
-5.79E+18,Italy,en,31,8,0,5,9,88,0,0,M,TRUE,FALSE,TRUE,FALSE,68,7.93
-2.92E+18,France,fr,26,44,1,0,9,53,0,0,M,TRUE,FALSE,TRUE,FALSE,210,7.93
-8.53E+18,Portugal,en,25,12,58,4,9,80,11,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
5.07E+18,Netherlands,en,22,11,432,3,9,70,181,37,F,TRUE,TRUE,FALSE,TRUE,12,7.94
1.09E+18,Italy,it,21,8,61,5,9,66,170,1,F,TRUE,FALSE,TRUE,TRUE,56,7.92
2.94E+18,Italy,it,20,8,1,2,9,77,0,0,F,FALSE,FALSE,FALSE,TRUE,180,8.9
-3.50E+18,Italy,it,17,9,49,0,9,77,21,12,M,FALSE,FALSE,FALSE,FALSE,12,8.9
-6.33E+18,United States,en,16,8,0,25,9,100,0,0,F,FALSE,FALSE,FALSE,TRUE,131,7.93
-7.08E+17,United Kingdom,en,15,8,57,55,9,77,6,10,F,TRUE,TRUE,FALSE,TRUE,11,8.89
-1.09E+18,France,fr,14,8,0,6,9,55,0,2,F,FALSE,FALSE,FALSE,TRUE,33,8.89
3.38E+18,United Kingdom,en,13,8,1,6,9,100,0,0,F,FALSE,FALSE,FALSE,TRUE,11,8.89
3.77E+18,France,fr,13,8,1,1,9,100,0,0,F,TRUE,FALSE,TRUE,TRUE,116,8.88
-6.25E+16,France,fr,12,8,1,10,9,100,0,0,F,TRUE,FALSE,TRUE,TRUE,19,8.89
-1.35E+17,Spain,es,11,9,0,1,9,88,0,0,F,FALSE,FALSE,FALSE,TRUE,147,8.89
-8.44E+18,France,fr,11,8,1,10,9,100,0,0,F,TRUE,FALSE,TRUE,TRUE,15,8.88
-3.82E+18,Spain,es,11,8,1,4,9,50,0,0,M,TRUE,FALSE,TRUE,FALSE,17,7.93
-7.98E+18,Croatia,en,10,8,7,8,9,50,6,2,F,TRUE,FALSE,TRUE,TRUE,309,8.89
8.15E+18,Bulgaria,en,10,8,0,11,9,88,0,0,F,FALSE,FALSE,FALSE,TRUE,35,8.88
-5.86E+18,Australia,en,10,10,339,0,9,88,31,14,F,TRUE,FALSE,TRUE,FALSE,40,8.88
8.57E+17,United States,en,10,8,0,5,9,100,0,0,F,TRUE,FALSE,TRUE,TRUE,16,7.94
-5.96E+18,Spain,en,9,8,3,2,9,88,0,0,M,TRUE,FALSE,TRUE,FALSE,206,8.89
6.83E+18,Russia,en,9,10,34,3,9,77,1,0,F,FALSE,FALSE,FALSE,FALSE,15,7.94
3.44E+16,France,fr,9,8,0,8,9,88,0,0,F,TRUE,TRUE,FALSE,TRUE,16,7.93
8.07E+18,Netherlands,en,9,11,59,5,9,90,7,1,F,FALSE,FALSE,FALSE,FALSE,43,7.93
4.13E+18,France,fr,9,10,62,8,9,100,10,1,F,TRUE,FALSE,TRUE,FALSE,15,8.9
8.41E+18,Sweden,en,8,8,0,2,9,88,0,0,F,TRUE,FALSE,TRUE,TRUE,12,8.89
8.32E+18,Italy,it,8,8,50,2,9,100,1,0,M,TRUE,TRUE,FALSE,TRUE,11,8.88
3.43E+18,Netherlands,en,8,8,38,3,9,77,1,3,M,TRUE,FALSE,TRUE,TRUE,12,7.94
2.77E+18,Finland,en,8,9,32,0,9,77,4,13,F,TRUE,FALSE,TRUE,FALSE,20,7.93
-1.16E+18,France,fr,7,8,14,0,9,88,0,1,M,TRUE,FALSE,TRUE,TRUE,25,8.9
7.35E+18,United Kingdom,en,7,8,0,2,9,90,0,0,F,TRUE,FALSE,TRUE,FALSE,94,8.88
8.58E+18,Austria,de,7,9,102,8,9,100,222,28,F,FALSE,FALSE,FALSE,TRUE,11,7.93
-2.70E+18,France,fr,7,8,10,1,9,100,0,0,M,TRUE,TRUE,FALSE,TRUE,89,7.92
5.05E+18,France,fr,7,8,2,8,9,66,0,0,F,FALSE,FALSE,FALSE,TRUE,39,7.92
1.19E+18,Italy,it,6,8,20,6,9,88,10,0,F,FALSE,FALSE,FALSE,TRUE,13,8.9
1.79E+18,France,fr,5,8,12,0,9,60,1,0,F,TRUE,FALSE,TRUE,TRUE,68,8.89
-3.09E+18,Spain,es,5,8,1,7,9,66,3,0,F,TRUE,FALSE,TRUE,TRUE,11,7.94
1.49E+18,United Kingdom,en,5,8,1,0,9,100,0,0,F,TRUE,FALSE,TRUE,FALSE,11,7.94
3.44E+18,France,fr,4,9,4,1,9,100,0,1,F,FALSE,FALSE,FALSE,FALSE,11,8.9
5.67E+18,United States,en,43,23,894,3,8,62.5,290,174,F,TRUE,FALSE,TRUE,TRUE,11,8.89
-6.37E+18,France,fr,25,12,30,1,8,87,4,28,F,TRUE,TRUE,TRUE,FALSE,62,8.89
4.57E+18,Netherlands,en,22,9,0,4,8,87,0,0,F,FALSE,FALSE,FALSE,FALSE,15,8.9
6.84E+18,United Kingdom,en,17,4,0,6,8,100,0,0,F,FALSE,FALSE,FALSE,FALSE,23,7.94
5.43E+18,United Kingdom,en,14,37,4,4,8,87,0,0,F,TRUE,FALSE,TRUE,TRUE,11,8.89
-7.81E+18,France,fr,14,22,46,8,8,62,139,3,F,TRUE,FALSE,TRUE,TRUE,107,7.94
5.72E+18,Italy,it,14,8,1,3,8,62,0,0,F,TRUE,FALSE,TRUE,FALSE,15,7.94
6.97E+18,Italy,it,13,8,40,14,8,62,0,0,F,FALSE,FALSE,FALSE,TRUE,198,8.88
-3.52E+18,United Kingdom,en,13,8,0,1,8,87,0,0,F,TRUE,FALSE,TRUE,FALSE,29,8.88
6.21E+18,Italy,it,12,11,6,1,8,100,5,0,F,TRUE,FALSE,TRUE,TRUE,12,8.89
8.60E+18,France,fr,12,8,0,1,8,100,0,0,F,FALSE,FALSE,FALSE,TRUE,12,8.89
7.06E+18,Bulgaria,en,11,9,20,1,8,62,1,1,M,TRUE,FALSE,TRUE,FALSE,49,8.88
2.78E+18,Italy,it,11,11,385,3,8,100,39,3,F,TRUE,TRUE,FALSE,TRUE,13,7.92
5.76E+18,Italy,it,10,11,85,1,8,25,104,1,F,TRUE,TRUE,FALSE,TRUE,23,8.88
4.31E+18,Belgium,en,10,8,65,4,8,37,12,2,F,FALSE,FALSE,FALSE,TRUE,11,7.94
6.71E+18,United Kingdom,en,9,8,0,6,8,0,0,0,F,FALSE,FALSE,FALSE,TRUE,665,8.9
-1.93E+18,France,fr,9,9,15,11,8,85.7,3,0,F,TRUE,TRUE,FALSE,FALSE,100,8.88
-7.76E+18,Italy,it,9,17,3,3,8,100,0,0,F,TRUE,FALSE,TRUE,TRUE,12,8.88
-9.92E+17,United States,en,9,8,1,5,8,100,1,0,F,FALSE,FALSE,FALSE,TRUE,34,7.94
-5.40E+18,France,fr,8,8,0,7,8,100,0,0,F,TRUE,FALSE,TRUE,TRUE,28,8.9
-5.19E+18,France,en,8,8,2,0,8,100,2,0,F,TRUE,FALSE,TRUE,TRUE,37,8.88
6.12E+18,Italy,it,7,8,4,6,8,100,0,0,F,TRUE,FALSE,TRUE,TRUE,13,8.88
-5.58E+18,United States,en,7,8,0,10,8,100,1,0,F,TRUE,FALSE,TRUE,TRUE,40,7.94
5.72E+18,United Kingdom,en,7,9,6,6,8,100,0,0,F,TRUE,FALSE,TRUE,FALSE,131,7.92
8.66E+18,United Kingdom,en,6,8,0,0,8,88,0,0,F,TRUE,FALSE,TRUE,TRUE,189,8.89
5.51E+18,United Kingdom,en,6,8,25,2,8,100,14,2,F,TRUE,FALSE,TRUE,TRUE,27,8.9
8.31E+18,United Kingdom,en,6,8,11,1,8,87,0,2,F,TRUE,FALSE,TRUE,FALSE,11,8.88
5.75E+18,France,fr,6,34,4,1,8,87,20,32,M,FALSE,FALSE,FALSE,FALSE,22,7.94
8.20E+18,United States,en,6,8,0,9,8,100,0,1,F,TRUE,FALSE,TRUE,TRUE,24,8.9
-7.93E+18,France,fr,5,8,0,4,8,87,0,0,M,TRUE,TRUE,FALSE,TRUE,51,8.89
-8.37E+18,United Kingdom,fr,4,8,3,2,8,87,120,7,M,TRUE,FALSE,TRUE,TRUE,11,7.93
-5.92E+18,Italy,it,62,209,1533,12,7,100,11,0,F,TRUE,FALSE,TRUE,FALSE,11,8.89
2.46E+18,Italy,en,59,108,1,2,7,71,0,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
-4.39E+18,United Kingdom,en,40,10,83,0,7,0,0,0,F,TRUE,FALSE,TRUE,FALSE,604,8.9
4.17E+18,France,fr,30,8,0,6,7,83.3,0,0,F,TRUE,FALSE,TRUE,FALSE,13,8.9
-4.78E+18,Italy,it,23,9,60,8,7,71,3,0,F,TRUE,FALSE,TRUE,FALSE,77,8.89
2.97E+18,United States,en,23,35,5,4,7,100,4,0,F,TRUE,FALSE,TRUE,FALSE,15,7.93
6.93E+18,Italy,it,22,9,0,0,7,85.7,0,0,F,FALSE,FALSE,FALSE,FALSE,252,8.89
7.31E+18,Italy,it,18,10,75,9,7,100,49,3,F,TRUE,FALSE,TRUE,TRUE,11,8.88
-1.89E+17,France,fr,18,10,11,0,7,100,3,5,F,TRUE,FALSE,TRUE,FALSE,33,7.94
3.72E+18,United States,en,17,9,70,4,7,42,1,0,F,TRUE,FALSE,TRUE,FALSE,11,7.93
-6.73E+18,United Kingdom,en,15,8,2,3,7,71,1,0,F,TRUE,FALSE,TRUE,FALSE,33,7.94
-4.72E+18,Italy,it,14,9,5,2,7,85,0,0,F,TRUE,TRUE,FALSE,TRUE,13,8.88
-9.30E+17,United Kingdom,de,14,9,0,1,7,100,0,0,F,FALSE,FALSE,FALSE,TRUE,100,7.94
6.36E+18,Italy,it,13,8,0,1,7,85,0,0,M,TRUE,TRUE,FALSE,TRUE,109,7.92
8.10E+18,France,fr,13,9,52,0,7,85,1,4,F,TRUE,FALSE,TRUE,TRUE,46,8.9
6.85E+18,Italy,it,12,9,14,13,7,85,0,0,F,TRUE,FALSE,TRUE,FALSE,15,8.88
-8.60E+18,Belgium,en,12,9,19,0,7,100,2,16,F,TRUE,FALSE,TRUE,FALSE,13,8.88
4.03E+18,United Kingdom,en,12,8,0,0,7,100,0,0,F,FALSE,FALSE,FALSE,TRUE,251,7.93
8.54E+18,France,fr,11,8,48,4,7,100,1,2,F,FALSE,FALSE,FALSE,FALSE,11,8.9
-3.67E+18,France,fr,11,8,0,0,7,28,0,0,F,TRUE,FALSE,TRUE,TRUE,279,7.94
3.22E+18,France,fr,10,9,2,1,7,100,24,4,F,TRUE,TRUE,FALSE,TRUE,12,8.88
-9.13E+18,France,fr,10,8,14,1,7,85,6,0,M,TRUE,FALSE,TRUE,FALSE,118,8.88
6.77E+18,United Kingdom,en,10,8,30,2,7,57,0,2,F,TRUE,FALSE,TRUE,TRUE,11,7.94
5.05E+18,Italy,it,10,8,4,5,7,71,2,0,F,TRUE,FALSE,TRUE,FALSE,71,7.94
-2.61E+18,Italy,it,8,8,11,2,7,100,0,0,M,TRUE,FALSE,TRUE,TRUE,15,8.88
4.68E+18,France,fr,8,8,0,4,7,85,0,0,F,TRUE,FALSE,TRUE,FALSE,88,8.88
-2.74E+18,France,fr,8,10,176,8,7,100,28,1,F,TRUE,FALSE,TRUE,FALSE,11,7.93
-3.49E+18,France,fr,8,8,24,1,7,100,0,0,F,FALSE,FALSE,FALSE,TRUE,28,8.9
2.69E+18,France,fr,7,8,0,0,7,100,0,0,M,TRUE,FALSE,TRUE,TRUE,11,8.9
4.36E+18,France,fr,7,8,0,0,7,71,0,0,F,TRUE,FALSE,TRUE,TRUE,277,8.89
-8.56E+18,Spain,es,7,8,0,2,7,85,0,0,M,TRUE,FALSE,TRUE,TRUE,22,8.89
3.24E+18,Italy,it,7,8,0,0,7,85,0,0,M,TRUE,FALSE,TRUE,FALSE,319,8.89
-5.20E+18,United Kingdom,en,7,1,5,1,7,100,13,1,F,TRUE,FALSE,TRUE,FALSE,24,8.88
-3.10E+18,France,fr,7,8,1,7,7,71,0,0,F,FALSE,FALSE,FALSE,TRUE,20,8.88
-7.05E+18,Germany,de,7,8,16,4,7,100,0,0,F,TRUE,FALSE,TRUE,FALSE,11,7.94
-1.07E+18,France,fr,7,8,0,0,7,100,0,0,F,TRUE,FALSE,TRUE,FALSE,523,7.93
2.40E+18,France,fr,6,8,4,5,7,85,0,0,F,TRUE,FALSE,TRUE,TRUE,14,8.88
4.39E+18,France,fr,6,8,0,0,7,85,0,0,F,FALSE,FALSE,FALSE,TRUE,72,7.94
6.32E+16,France,fr,6,8,0,0,7,85,0,0,F,FALSE,FALSE,FALSE,TRUE,30,7.93
5.70E+18,France,fr,6,8,1,4,7,100,0,0,F,FALSE,FALSE,FALSE,FALSE,12,7.92
4.06E+18,Spain,es,6,8,13,0,7,57,2,1,F,TRUE,FALSE,TRUE,TRUE,13,8.9
-5.71E+18,Italy,it,5,8,13,7,7,87,0,0,F,TRUE,FALSE,TRUE,FALSE,11,8.89
-8.62E+18,Italy,it,5,8,3,10,7,100,0,0,F,TRUE,FALSE,TRUE,FALSE,14,8.88
-9.02E+18,France,fr,5,7,4,7,7,100,2,1,M,FALSE,FALSE,FALSE,TRUE,50,8.88
-6.33E+18,United Kingdom,en,4,8,0,5,7,100,0,0,F,FALSE,FALSE,FALSE,TRUE,18,7.93
-5.43E+17,Germany,en,41,9,16,8,6,100,3,0,F,TRUE,FALSE,TRUE,FALSE,15,8.9
4.64E+18,Germany,de,40,9,51,1,6,0,7,33,F,TRUE,TRUE,FALSE,FALSE,14,8.9
1.93E+18,Slovenia,en,34,147,39,0,6,50,49,23,F,TRUE,TRUE,TRUE,FALSE,12,8.89
-7.79E+18,Spain,en,33,11,459,11,6,83,56,65,F,TRUE,FALSE,TRUE,FALSE,11,7.93
-1.84E+18,France,fr,31,28,57,2,6,50,0,0,F,TRUE,FALSE,TRUE,FALSE,226,7.92
4.66E+17,Spain,es,29,8,12,0,6,100,8,4,F,TRUE,FALSE,TRUE,FALSE,14,8.89
-7.49E+18,United States,en,22,20,20,5,6,100,0,0,F,TRUE,FALSE,TRUE,TRUE,12,8.88
2.40E+17,Hong Kong,en,21,16,5979,1,6,100,634,40,F,TRUE,FALSE,TRUE,TRUE,62,7.92
3.21E+18,France,fr,20,22,4,0,6,66,235,25,F,TRUE,TRUE,FALSE,FALSE,219,7.92
3.04E+18,Germany,de,19,8,125,7,6,100,0,4,F,TRUE,FALSE,TRUE,FALSE,12,8.89
2.85E+18,France,fr,19,9,21,3,6,83.3,1,7,F,TRUE,FALSE,TRUE,FALSE,27,8.89
4.34E+18,Italy,en,19,8,0,5,6,50,0,0,M,TRUE,FALSE,TRUE,FALSE,419,7.94
4.59E+18,France,fr,18,9,1,2,6,83,0,0,M,TRUE,FALSE,TRUE,FALSE,12,7.93
-7.43E+18,Belgium,en,15,8,0,2,6,50,0,0,M,TRUE,FALSE,TRUE,FALSE,312,8.88
-3.00E+17,Netherlands,en,14,8,3,2,6,50,2,0,F,FALSE,FALSE,FALSE,TRUE,22,8.88
-3.36E+17,United Kingdom,en,13,12,6,1,6,100,0,0,F,TRUE,FALSE,TRUE,FALSE,14,8.89
-3.92E+18,Italy,it,13,8,0,1,6,100,0,0,F,TRUE,FALSE,TRUE,TRUE,11,8.88
-2.61E+18,France,en,12,8,3,0,6,66,3,0,F,FALSE,FALSE,FALSE,TRUE,372,8.89
-7.42E+18,United Kingdom,en,12,8,0,6,6,33,0,0,F,FALSE,FALSE,FALSE,FALSE,11,8.88
-5.23E+18,France,fr,12,5,1,4,6,33,12,1,F,TRUE,FALSE,TRUE,TRUE,11,8.88
-6.18E+18,Italy,it,12,8,2,1,6,80,0,0,M,TRUE,FALSE,TRUE,TRUE,51,7.94
9.06E+18,Netherlands,en,12,30,196,3,6,66,378,27,M,TRUE,TRUE,FALSE,FALSE,15,7.94
2.09E+18,Spain,en,12,8,90,4,6,33,0,0,F,TRUE,FALSE,TRUE,FALSE,244,7.93
-7.05E+18,France,fr,11,9,18,11,6,85,18,0,F,FALSE,FALSE,FALSE,FALSE,11,7.92
-3.84E+18,France,fr,10,8,0,7,6,100,0,0,F,FALSE,FALSE,FALSE,TRUE,31,7.94
9.90E+16,Denmark,en,10,9,20,5,6,33,1,8,F,TRUE,FALSE,TRUE,TRUE,15,7.93
2.28E+18,France,fr,9,11,10,10,6,50,0,0,F,TRUE,FALSE,TRUE,TRUE,661,8.89
-6.42E+18,France,fr,9,10,2,1,6,66,1,0,F,TRUE,FALSE,TRUE,TRUE,13,8.89
-9.50E+17,France,fr,9,8,0,7,6,33,1,0,F,TRUE,FALSE,TRUE,TRUE,12,8.89
8.98E+18,Italy,it,9,8,0,0,6,100,0,0,F,TRUE,FALSE,TRUE,TRUE,97,8.88
3.90E+18,United States,en,9,8,0,20,6,83,0,0,F,FALSE,FALSE,FALSE,TRUE,14,7.94
5.80E+18,Spain,es,9,13,103,4,6,83,201,0,F,TRUE,TRUE,FALSE,FALSE,14,7.92
2.72E+18,Poland,en,8,10,70,2,6,100,49,8,F,FALSE,FALSE,FALSE,TRUE,11,8.89
1.30E+18,France,fr,8,8,1,9,6,100,0,0,F,TRUE,FALSE,TRUE,TRUE,16,7.94
4.04E+18,France,fr,8,8,7,0,6,83,0,0,M,TRUE,TRUE,FALSE,TRUE,22,7.93
-1.00E+18,United Kingdom,en,8,8,2,5,6,50,0,0,F,FALSE,FALSE,FALSE,TRUE,356,7.93
6.30E+17,Italy,it,7,9,2,0,6,66,3,0,M,TRUE,FALSE,TRUE,FALSE,162,8.89
-3.96E+17,Italy,it,7,8,0,7,6,100,0,0,M,TRUE,FALSE,TRUE,FALSE,14,7.94
7.21E+18,United Kingdom,en,7,8,3,3,6,50,0,2,F,FALSE,FALSE,FALSE,TRUE,47,7.93
3.06E+18,Italy,it,7,9,8,1,6,83,29,0,F,FALSE,FALSE,FALSE,FALSE,20,7.92
-8.10E+17,Italy,it,7,8,23,2,6,83,1,0,F,TRUE,FALSE,TRUE,TRUE,11,7.92
-4.25E+18,United Kingdom,en,6,8,51,6,6,85,29,14,F,TRUE,FALSE,TRUE,TRUE,14,8.9
4.42E+18,Italy,it,6,8,0,6,6,100,0,0,F,TRUE,FALSE,TRUE,TRUE,11,7.94
-4.67E+18,Germany,de,6,8,0,25,6,66,2,0,F,TRUE,FALSE,TRUE,TRUE,12,7.93
2.45E+18,France,fr,6,11,6,13,6,57,1,9,M,TRUE,FALSE,TRUE,TRUE,11,7.93
-3.29E+18,France,fr,6,11,0,2,6,100,0,0,F,TRUE,FALSE,TRUE,TRUE,38,7.92
-8.33E+18,France,fr,5,8,0,0,6,83,0,0,F,TRUE,FALSE,TRUE,FALSE,45,8.9
2.73E+18,France,fr,5,8,0,0,6,100,0,0,F,TRUE,FALSE,TRUE,FALSE,199,8.89
-8.52E+18,Italy,en,5,8,3,1,6,83,0,0,F,FALSE,FALSE,FALSE,FALSE,11,8.9
1.21E+18,Italy,it,5,8,3,1,6,50,0,0,M,TRUE,TRUE,FALSE,TRUE,45,7.94
-8.90E+18,France,fr,5,8,90,3,6,0,0,1,F,TRUE,FALSE,TRUE,TRUE,11,7.93
5.75E+18,United Kingdom,en,5,8,0,6,6,100,0,0,F,FALSE,FALSE,FALSE,TRUE,19,7.93
3.49E+18,France,fr,5,8,1,11,6,100,0,0,F,FALSE,FALSE,FALSE,TRUE,11,8.9
2.50E+17,France,fr,4,8,1,0,6,50,0,0,F,FALSE,FALSE,FALSE,TRUE,297,8.89
2.40E+18,France,fr,4,8,6,5,6,83,1,0,F,TRUE,FALSE,TRUE,TRUE,120,7.93
7.44E+18,Germany,de,4,8,3,12,6,83,0,0,F,TRUE,TRUE,FALSE,TRUE,39,7.92
9.15E+18,France,fr,3,8,0,12,6,100,0,0,F,FALSE,FALSE,FALSE,TRUE,11,7.94
-8.45E+18,France,fr,3,8,5,3,6,100,0,0,M,TRUE,FALSE,TRUE,FALSE,11,7.92
8.81E+18,Bulgaria,en,40,174,13,0,5,100,1900,41,M,TRUE,TRUE,TRUE,TRUE,112,8.88
2.15E+18,Sweden,en,37,11,143,2,5,60,14,2,F,TRUE,FALSE,TRUE,FALSE,17,8.89
-2.01E+18,France,fr,33,9,6,0,5,80,0,0,F,TRUE,TRUE,FALSE,FALSE,15,8.9
-6.04E+18,Italy,it,31,13,9,1,5,66,0,0,F,FALSE,FALSE,FALSE,FALSE,484,8.89
-8.83E+18,Spain,es,30,37,27,1,5,100,3,2,F,TRUE,FALSE,TRUE,FALSE,218,8.88
7.01E+18,France,fr,28,9,42,1,5,80,0,0,F,TRUE,FALSE,TRUE,FALSE,24,8.9
4.19E+18,Serbia,en,27,9,55,2,5,100,0,0,F,TRUE,FALSE,TRUE,FALSE,16,8.9
-6.42E+18,Italy,it,26,8,0,3,5,40,0,0,F,TRUE,FALSE,TRUE,FALSE,271,8.9
-1.25E+18,Italy,it,26,8,11,1,5,60,0,0,M,TRUE,FALSE,TRUE,FALSE,14,8.9
-4.92E+18,France,fr,25,26,876,7,5,100,15,12,F,TRUE,FALSE,TRUE,FALSE,11,7.94
2.37E+18,France,fr,24,8,0,0,5,100,0,0,F,TRUE,FALSE,TRUE,FALSE,12,8.9
-6.16E+18,United Kingdom,en,24,8,6,4,5,100,12,0,F,FALSE,FALSE,FALSE,FALSE,22,8.89
-4.34E+18,United States,en,24,9,5,6,5,100,1,0,F,TRUE,FALSE,TRUE,FALSE,265,8.89
1.41E+18,Denmark,en,23,10,67,2,5,60,6,3,F,TRUE,FALSE,TRUE,TRUE,19,8.9
9.17E+18,Luxembourg,fr,22,14,185,0,5,100,37,53,F,TRUE,FALSE,TRUE,TRUE,12,8.88
1.10E+18,Switzerland,fr,21,9,7,0,5,80,12,4,F,TRUE,FALSE,TRUE,FALSE,12,8.88
4.79E+18,United States,en,21,31,24,0,5,100,1,0,M,TRUE,FALSE,TRUE,FALSE,146,7.93
-9.21E+18,Austria,de,17,11,2,0,5,80,2,3,F,TRUE,TRUE,FALSE,TRUE,45,7.93
-1.39E+18,United Kingdom,en,16,9,373,0,5,0,47,7,F,TRUE,FALSE,TRUE,TRUE,362,8.9
-7.38E+18,United Kingdom,en,16,10,25,1,5,100,2,0,M,TRUE,FALSE,TRUE,FALSE,11,8.9
